Variant,Time,Mean_RFP,Mean_GFP,Mean_Ratio,Mean_SSC,Mean_FSC,sd_RFP,sd_GFP,sd_Ratio,sd_SSC,sd_FSC,v_RFP,v_GFP,v_Ratio,rv_RFP,rv_GFP,rv_Ratio
57G1,-20,779.8142713,1530.205466,2.876106237,199862.413,2690.21002,515.8576071,1072.564816,3.543881375,37997.55147,613.9211378,266109.0708,1150395.284,12.5590952,341.2467309,751.7913837,4.366700728
57G1,0,764.1517894,1357.047717,2.797803744,196596.2057,2608.065817,609.0673667,1549.364554,4.782260338,30563.34349,527.0971492,370963.0572,2400530.521,22.87001394,485.4572905,1768.935971,8.174273835
57G1,2,746.9397539,1364.227408,2.869698999,195678.2758,2635.54179,469.2129059,844.111714,4.268266848,29015.36258,502.440295,220160.751,712524.5858,18.21810189,294.7503462,522.2916515,6.348436506
57G1,5,775.8946921,1386.225902,2.832412767,196127.9592,2579.92017,613.5411976,871.6942272,4.244531225,29407.25685,565.4225685,376432.8011,759850.8258,18.01604532,485.159655,548.1435778,6.360670849
57G1,10,783.907351,1477.040887,3.028264358,195455.2762,2593.100043,559.7046612,852.6959652,6.299137282,29808.1779,1127.912653,313269.3078,727090.4091,39.6791305,399.6254243,492.2615314,13.10292822
57G1,15,819.1699958,1661.080323,3.041271642,195500.8789,2495.441139,510.3453904,958.8630899,4.760291985,30793.06682,457.1924769,260452.4175,919418.4251,22.66037978,317.9467252,553.5063009,7.450955539
57G1,20,924.244323,2005.111438,3.184011999,195316.1581,2592.724558,1028.611704,1012.106149,4.602700035,29290.16836,653.5888384,1058042.038,1024358.856,21.18484761,1144.764444,510.8737783,6.653507467
57G1,25,1047.961474,2478.097152,3.071631243,193889.34,2539.686767,609.1723115,1338.197007,2.66755028,28833.82176,473.3562619,371090.9051,1790771.229,7.115824494,354.1073926,722.6396379,2.316627203
57G1,30,1154.004119,2894.684102,3.585476267,193465.1466,2550.019769,686.9795112,1519.038113,6.804134795,29592.97007,559.9037342,471940.8488,2307476.789,46.29625031,408.9594146,797.1428686,12.91216197
57G1,40,1495.319427,4078.878213,3.459513325,192758.8302,2663.276022,804.9422627,1658.086188,3.093568748,28350.78755,590.4652709,647932.0463,2749249.807,9.570167599,433.3067803,674.0210575,2.766333498
57G1,50,1894.411959,5408.750515,3.338913584,194165.6016,2627.406598,1006.623955,2472.074429,1.96112097,30324.50019,1272.976219,1013291.786,6111151.98,3.845995458,534.8846017,1129.863905,1.15187032
57G1,60,2246.73725,6566.572011,3.36763268,194131.3488,2572.128111,1201.785282,3132.846172,1.929992823,29624.40312,616.8520002,1444287.865,9814725.138,3.724872297,642.8379041,1494.649738,1.106080339
57G1,70,2477.435014,7317.931939,3.34547875,194752.2886,2528.398524,1379.595876,3688.103323,1.599242783,30989.96237,685.6520308,1903284.78,13602106.12,2.557577478,768.248115,1858.736352,0.764487737
57G1,80,2786.63193,8248.997082,3.247543603,193966.6861,2598.154648,1426.636699,3944.096245,1.257681406,31121.38816,562.2662478,2035292.272,15555895.19,1.58176252,730.3771445,1885.792302,0.48706429
57G1,90,3099.271111,8985.688889,3.171173898,193384.1584,2605.447273,1606.770909,4489.654259,1.448207081,29613.12184,562.9028377,2581712.754,20156995.37,2.097303749,833.0064268,2243.23317,0.661365102
57G1,100,3456.933074,10032.89728,3.161375499,192872.193,2626.049416,1803.544665,5118.400722,1.441027649,29335.24181,652.4294463,3252773.36,26198025.95,2.076560684,940.9419537,2611.212417,0.656853539
57G1,115,3893.809304,11321.9877,3.084593216,191642.722,2646.366013,2115.755425,6236.98442,1.081252573,29292.82766,664.9349764,4476421.018,38899974.65,1.169107127,1149.625128,3435.790224,0.37901501
57G1,120,4199.093293,12162.81229,3.080187705,189542.4384,2598.578868,2148.805743,6311.436844,1.091336584,26550.81564,653.441378,4617366.121,39834235.04,1.19101554,1099.610273,3275.084256,0.386669792
57G1,150,4687.962949,12987.689,2.919286125,189338.8263,2682.514596,2565.644224,7510.263907,0.938835911,27063.27913,645.0961269,6582530.286,56404063.96,0.881412869,1404.134452,4342.886865,0.301927537
57G1,180,6348.292762,17466.61757,2.857952411,186004.4192,2795.016205,3036.436568,8586.986838,0.841270381,23474.23049,939.4554895,9219947.028,73736342.95,0.707735854,1452.350636,4221.558218,0.247637382
57G1,210,7099.249282,19084.02263,2.769924415,186423.908,2787.740661,3661.175096,10344.01427,0.768881168,24908.51976,1417.627597,13404203.09,106998631.2,0.59117825,1888.115568,5606.712653,0.213427575
57G1,240,7832.061702,20674.74716,2.692528354,185105.7929,2805.958156,4156.252629,11795.97406,0.739226064,22769.54879,1403.825845,17274435.91,139145004.1,0.546455174,2205.605187,6730.19133,0.202952431
57G1,1600,15552.63878,16383.82843,1.016833958,181211.3378,2860.849344,7004.179127,10904.71079,0.562518626,10131.67801,1527.444287,49058525.25,118912717.4,0.316427204,3154.353801,7257.932288,0.311188667
57G2,-20,784.8729309,1450.703019,2.970836446,201182.5979,2890.704966,590.9182531,1288.866584,5.571634277,38171.44994,878.698787,349184.3818,1661177.07,31.04310852,444.892884,1145.084176,10.44928224
57G2,0,740.9423868,1276.155144,2.648085731,195192.0988,2649.992181,605.342034,1184.773628,3.670680632,28437.44473,715.6489651,366438.9782,1403688.549,13.4738963,494.5579908,1099.935658,5.088164685
57G2,2,762.9813163,1333.93121,2.762993842,195621.8293,2712.589384,630.4972964,1495.404001,5.045124144,29399.11647,612.4069787,397526.8408,2236233.125,25.45327763,521.017792,1676.423123,9.212209323
57G2,5,747.0434405,1284.648132,2.781240823,195506.5995,2676.754561,586.9143213,929.4941363,4.260386578,29969.03186,689.4498567,344468.4205,863959.3494,18.15089379,461.1089555,672.5260621,6.526185593
57G2,10,844.0749786,1367.281063,2.799423013,194059.8458,2617.934876,4267.142263,842.0155033,5.084874311,27808.19833,599.0206231,18208503.09,708990.1079,25.85594676,21572.13939,518.5401358,9.236169968
57G2,15,792.4810396,1532.396251,3.09332943,196552.1534,2594.742224,1044.357735,1110.656275,6.878391181,30970.51921,610.4645776,1090683.078,1233557.36,47.31226524,1376.289178,804.9858905,15.29493263
57G2,20,867.5473993,1833.598574,3.166458442,195389.8523,2662.964765,613.9385467,1112.611307,4.444825116,30348.36076,1091.547497,376920.5391,1237903.921,19.75647031,434.4667961,675.1226459,6.239295627
57G2,25,980.5982256,2230.075201,3.35876368,194489.9163,2647.022391,577.3854158,1088.703762,5.093836676,29259.17519,562.2259076,333373.9184,1185275.882,25.94717208,339.9699384,531.4959251,7.725215155
57G2,30,1075.530638,2636.538141,3.438547203,194613.7824,2618.134639,740.6726789,1860.202002,4.43284826,29412.4535,607.3009593,548596.0173,3460351.488,19.6501437,510.0700975,1312.460243,5.714664518
57G2,40,1429.159543,3775.878967,3.328225091,193708.0389,2730.567076,793.1754509,1684.053539,3.567172744,29479.44883,795.2281536,629127.2959,2836036.321,12.72472139,440.2078823,751.0930157,3.823275481
57G2,50,1780.688274,4997.682907,3.371060082,192309.0603,2748.971098,956.0311386,2272.061147,2.431914982,28107.77777,757.9093465,913995.5381,5162261.854,5.914210479,513.2821681,1032.93105,1.754406725
57G2,60,2161.596266,6166.870954,3.284598646,193936.2523,2677.451867,1150.247722,2751.193731,1.76234243,29383.79786,719.284596,1323069.822,7569066.947,3.105850842,612.0799904,1227.375601,0.945580017
57G2,70,2497.497728,7211.88228,3.25435809,194542.2354,2649.86204,1373.980446,3838.591731,1.677669334,29924.60284,923.2383139,1887822.267,14734786.48,2.814574393,755.885479,2043.126316,0.864863151
57G2,80,2773.807328,7962.45492,3.17314265,194584.4512,2640.685879,1425.897338,3847.682932,1.336990885,30672.29589,911.1418143,2033183.22,14804663.95,1.787544627,732.9936724,1859.308981,0.563335729
57G2,90,3067.807692,8549.783401,3.043220732,194259.8478,2670.824696,1573.562473,4218.67853,1.22424795,30425.83698,691.2552922,2476098.856,17797248.54,1.498783044,807.1232308,2081.602271,0.492498959
57G2,100,3329.990111,9262.957278,3.010484997,193723.9494,2674.326741,1673.722981,4547.848413,1.169493088,30321.58618,962.986903,2801348.616,20682925.18,1.367714082,841.2483289,2232.864145,0.454316857
57G2,115,3735.893916,10357.47452,2.987686529,191294.1019,2742.988593,1825.819242,4968.824672,1.165209286,27130.71146,891.0720981,3333615.904,24689218.62,1.35771268,892.3208149,2383.710292,0.454436122
57G2,120,3989.1495,11186.94581,3.012483412,191332.9439,2722.547271,2060.523558,6050.45878,1.198700965,27545.07846,746.5270432,4245757.334,36608051.45,1.436884003,1064.326452,3272.390165,0.476976569
57G2,150,5003.397599,13474.07539,2.838136552,188277.7254,2783.036384,2559.839822,7329.412619,0.969579073,25980.96279,907.9492918,6552779.915,53720289.34,0.940083579,1309.666039,3986.936971,0.331232681
57G2,180,6075.670537,16074.79826,2.780160913,187900.2845,2885.832003,3140.290899,8894.721681,0.891566379,25849.75987,1092.046577,9861426.927,79116073.79,0.794890607,1623.101001,4921.745985,0.285915324
57G2,210,7111.607117,18521.1398,2.685925275,186342.716,2868.921206,3432.246229,9827.078831,0.798198286,24859.09028,1061.628339,11780314.17,96571478.36,0.637120503,1656.491139,5214.121777,0.237207084
57G2,240,7763.915954,19554.58796,2.591684618,186551.7949,2876.780983,3888.814907,10688.61953,0.863259925,24914.43711,1125.128214,15122881.38,114246587.4,0.745217699,1947.841975,5842.444117,0.287541815
57G2,1600,16625.22234,17873.23507,1.063392661,180729.3036,3059.019795,7499.525602,11116.7001,0.522322415,9901.555004,1898.885241,56242884.26,123581021.1,0.272820705,3382.985389,6914.306259,0.256556882
57C1,0,1133.742336,2707.648639,3.133400899,185829.721,2679.083018,1085.487278,3332.963922,4.012578626,9974.630572,726.0784704,1178282.631,11108648.5,16.10078723,1039.286083,4102.692034,5.138438313
57C1,2,1134.673611,2770.036806,3.255694019,185328.3556,2648.026389,1207.435052,3462.358074,4.23828003,9378.813005,925.6641062,1457899.406,11987923.43,17.96301761,1284.862353,4327.712689,5.517415797
57C1,5,1135.995861,2797.626078,3.255349225,185330.2242,2623.985857,1095.542327,3502.921689,4.24266259,9256.594109,952.1977452,1200212.99,12270460.36,18.00018585,1056.529369,4386.025872,5.529417771
57C1,10,1119.657202,2707.71194,3.204960907,186420.5488,2554.68115,1056.310428,3336.43611,3.880152193,9890.245805,526.6160496,1115791.72,11131805.92,15.05558104,996.5476202,4111.148514,4.697586485
57C1,15,1200.734861,2967.856654,3.228559576,186783.4855,2569.923366,1536.243898,5070.852889,4.308179475,9764.162948,1111.860796,2360045.313,25713549.02,18.56041039,1965.500785,8664.013131,5.748820782
57C1,20,1273.80688,3218.839578,3.317781111,186201.9837,2524.510218,1790.554206,5626.044501,4.316254171,9726.220087,591.6108445,3206084.366,31652376.73,18.63005007,2516.931268,9833.474445,5.615213736
57C1,25,1290.602323,3333.474547,3.364620204,186137.8012,2551.595832,1097.108382,3390.299689,4.595341079,9960.411435,1141.33398,1203646.801,11494131.98,21.11715963,932.6240778,3448.09352,6.276238729
57C1,30,1384.350068,3648.177596,3.351214387,185495.082,2534.193648,1248.490973,3753.598761,7.411802384,9819.168298,566.2713773,1558729.71,14089503.66,54.93481458,1125.96499,3862.066276,16.39250977
57C1,40,1597.250681,4286.746935,3.229014818,185695.564,2598.769074,1349.714256,3975.060622,1.979614254,9978.514467,610.7264815,1821728.572,15801106.95,3.918872595,1140.540175,3686.036798,1.213643423
57C1,60,2088.054972,5585.535364,3.072246339,193411.2269,2443.156162,1209.872344,3217.460211,1.746920478,21601.66579,725.9596546,1463791.088,10352050.21,3.051731155,701.0309152,1853.367589,0.993322416
57C1,70,2462.381722,6601.182425,2.961312494,193721.3638,2422.63058,2077.292299,6353.658964,1.357707569,22210.8806,619.6915244,4315143.296,40368982.23,1.843369842,1752.426627,6115.41685,0.622484066
57C1,80,2717.040127,6849.804998,2.780214543,193199.7128,2464.231609,1553.167419,4077.376221,1.215036707,21875.42283,909.3919021,2412329.032,16624996.85,1.4763142,887.8518239,2427.075931,0.531007294
57C1,90,3021.350804,7388.815863,2.655730232,192131.3096,2473.65304,1868.163571,5233.435107,1.105227308,21549.07957,812.8228648,3490035.128,27388843.02,1.221527402,1155.1241,3706.797344,0.459959143
57C1,100,3337.445324,7783.910791,2.52614761,192072.9324,2512.405036,1665.485731,4109.713904,1.014611015,20741.14177,499.8778519,2773842.721,16889748.37,1.029435511,831.1275399,2169.828101,0.407512018
57C1,110,3823.155626,8551.43428,2.392461694,190645.6137,2475.766211,2214.79609,6131.51954,0.94176266,22135.3247,839.2432248,4905321.72,37595531.87,0.886916908,1283.055727,4396.400726,0.370713107
57C1,120,4273.393726,9197.811068,2.292890129,188830.3645,2533.369757,2436.891405,6509.298131,0.859667836,20191.12221,878.1308134,5938439.722,42370962.16,0.739028789,1389.630842,4606.63541,0.322313215
57C1,150,5797.353433,10513.37226,1.92878172,188011.9679,2563.029976,2684.803137,5759.486717,0.741337342,19621.24217,678.0829918,7208167.883,33171687.24,0.549581055,1243.354915,3155.190022,0.284936885
57C1,180,7540.738386,11912.2204,1.662945495,187643.4397,2558.407265,3428.229037,6661.834384,0.632029273,20123.12748,659.6622039,11752754.33,44380037.36,0.399461002,1558.568104,3725.589006,0.240212925
57C1,210,9323.558533,13504.97214,1.514341832,186380.9986,2569.483427,5119.924276,8771.727665,0.56177326,18567.34953,866.3863051,26213624.59,76943206.23,0.315589196,2811.547168,5697.398366,0.208400236
57C1,240,10488.84417,14363.39647,1.424143676,186957.0714,2571.132509,5039.78254,8352.962905,0.531998798,20882.02955,1490.464134,25399408.05,69771989.3,0.283022721,2421.564058,4857.624689,0.19873186
57C1,1600,18802.70435,13167.22573,0.681438069,190441.913,2787.854593,8356.264279,9284.342158,0.410180616,28210.06631,1169.979815,69827152.7,86199009.3,0.168248138,3713.676044,6546.482231,0.246901583
57C2,0,850.6181419,1722.949159,3.200463951,188853.466,2672.170812,869.4084727,2360.764049,6.225015795,10878.78222,1250.544715,755871.0923,5573206.896,38.75082164,888.6138857,3234.69028,12.10787631
57C2,2,849.4862513,1804.205708,3.076178285,187610.4866,2603.973895,865.7003963,2341.190078,4.20506675,10244.53082,1310.534451,749437.1761,5481170.981,17.68258637,882.2240206,3037.996696,5.748231973
57C2,5,875.9574247,1839.862582,3.029740092,187056.3378,2571.836968,659.4005577,1534.495865,4.997019813,9804.298831,884.2710056,434809.0955,2354677.559,24.97020701,496.38154,1279.811646,8.241699371
57C2,10,877.6910265,1818.909925,3.032778606,187729.6207,2558.85758,643.5808989,1452.994157,4.252314373,9964.757784,607.7067812,414196.3734,2111192.021,18.08217753,471.9159259,1160.690803,5.962247785
57C2,15,906.8953006,1942.914651,3.065701749,187290.803,2523.904976,914.8373858,2879.303575,4.275527664,10603.19263,784.9596815,836927.4425,8290389.074,18.28013681,922.8490234,4266.985722,5.962790351
57C2,20,922.9839864,2024.642589,3.027150755,186329.6218,2563.765247,919.1962651,2761.744816,3.686793372,9709.73096,556.6237359,844921.7738,7627234.426,13.59244537,915.4240878,3767.200426,4.490177882
57C2,25,978.5667808,2248.211644,3.151698423,186292.2521,2611.77089,761.8515326,1954.099025,4.015873575,10019.63907,532.8464025,580417.7578,3818503.001,16.12724057,593.1304528,1698.462425,5.116999917
57C2,30,1045.158741,2519.991447,3.348061245,186472.3969,2624.374957,754.789542,1871.336576,4.128655315,9738.896771,522.0498411,569707.2527,3501900.581,17.04579471,545.0916022,1389.647804,5.091243398
57C2,40,1045.158741,2519.991447,3.348061245,186472.3969,2624.374957,754.789542,1871.336576,4.128655315,9738.896771,522.0498411,569707.2527,3501900.581,17.04579471,545.0916022,1389.647804,5.091243398
57C2,60,1857.846288,4851.08679,3.04269191,193761.2158,2448.69885,930.1865688,2113.455975,1.815148933,21210.49861,707.1697976,865247.0527,4466696.159,3.29476565,465.725856,920.7619556,1.082845634
57C2,70,2215.202389,5752.61806,2.944365007,193634.5861,2476.984188,1077.4921,2560.237962,1.497730583,21570.11361,547.5385715,1160989.226,6554818.42,2.243196898,524.1007465,1139.449612,0.76186101
57C2,80,2516.961525,6444.615955,2.864240061,192507.6625,2463.055065,1205.885967,2867.592452,1.418571716,20976.86057,567.4830846,1454160.964,8223086.469,2.012345713,577.7446138,1275.962218,0.702575786
57C2,90,2929.469083,7417.060412,2.745475512,191477.0832,2486.808458,1509.379793,3993.564744,1.060972856,20073.25627,800.9900698,2278227.36,15948559.36,1.1256634,777.6929183,2150.253399,0.410006717
57C2,100,3307.36721,8056.386686,2.631618414,191074.6289,2511.279391,1669.9242,4587.371814,1.111445873,20994.17675,785.7725798,2788646.834,21043980.16,1.235311929,843.162146,2612.086656,0.469411493
57C2,110,3677.012242,8748.676111,2.554022753,190321.4495,2479.877929,1890.206232,5006.584061,0.998527022,20579.97572,507.2984432,3572879.599,25065883.96,0.997056213,971.6800933,2865.105948,0.390386582
57C2,120,4089.372044,9562.523473,2.491761774,189162.0417,2550.394988,2136.79888,5294.959319,0.924912783,20926.6748,1158.358291,4565909.452,28036594.19,0.855463656,1116.530705,2931.924222,0.343316791
57C2,150,5439.883656,11157.25202,2.172444062,188207.2408,2556.119508,2512.99307,5750.791632,0.814076071,19449.00377,601.8714763,6315134.171,33071604.39,0.66271985,1160.89508,2964.135284,0.305057268
57C2,180,7084.538515,13417.66667,1.986802952,186376.605,2606.494748,3228.253037,7427.463144,0.736407266,19031.23729,743.3552019,10421617.67,55167208.75,0.542295661,1471.036914,4111.535196,0.27294889
57C2,210,8560.016491,14996.3414,1.81418614,186405.367,2666.845263,4399.218722,8563.523157,0.625715068,19935.23744,1569.101458,19353125.37,73333928.87,0.391519346,2260.874776,4890.121323,0.215809909
57C2,240,9582.142458,15921.71718,1.703383009,186137.743,2600.096718,4332.322956,8889.832522,0.593133353,20934.20034,985.8983262,18769022.19,79029122.27,0.351807175,1958.750068,4963.605457,0.206534393
57C2,1600,18700.90849,17077.28007,0.948291151,186963.507,3228.438007,11418.2131,10962.23388,0.438698738,24651.51123,2785.309873,130375590.4,120170571.6,0.192456582,6971.618011,7036.868348,0.202950942
57P1,0,898.4374057,1912.553922,3.08172803,192417.7858,2516.620287,603.7614963,1272.08986,4.814771865,26212.7869,827.5871827,364527.9444,1618212.613,23.18202811,405.7354937,846.1003869,7.522412063
57P1,2,887.7711387,1815.471627,2.884790346,192826.0113,2438.009771,568.1026328,1295.969982,3.966529257,26355.3457,472.7309714,322740.6014,1679538.195,15.73335434,363.5403172,925.1250033,5.453898708
57P1,5,905.2744807,1839.267433,2.831701443,191513.8279,2481.074184,562.09656,1230.935507,3.92446523,25595.79943,499.8649722,315952.5428,1515202.223,15.40142734,349.0129784,823.8074547,5.4389305
57P1,10,877.0011074,1844.881506,2.932946865,191650.1617,2546.029531,558.5105314,1152.049495,3.360293981,26089.36164,700.2115996,311934.0137,1327218.039,11.29157564,355.6825767,719.405574,3.849908012
57P1,15,944.5991173,2053.855094,2.844286755,191653.3314,2578.271056,534.3125114,1072.58733,2.430515563,25748.1764,635.8605536,285489.8598,1150443.579,5.907405901,302.2338838,560.1386305,2.076937528
57P1,20,1065.426726,2498.80694,3.091311753,190458.708,2575.243263,605.5699845,1212.591583,3.109138431,24170.21512,646.4063421,366715.0062,1470378.346,9.666741784,344.1954264,588.4321525,3.12706791
57P1,25,1222.053763,3044.505006,3.053890212,191075.2866,2475.183166,649.9339487,1464.230161,2.210285671,25170.2238,524.4379737,422414.1377,2143969.964,4.885362746,345.6592094,704.2097023,1.59971787
57P1,30,1397.483229,3772.807962,3.295915538,192510.4902,2499.356063,740.7162646,1647.82523,2.413838211,26951.35439,536.8765541,548660.5846,2715327.987,5.826614908,392.6062033,719.7100978,1.767828951
57P1,40,1845.415306,5338.595938,3.35078528,190124.5238,2496.567646,957.1971199,2426.485693,1.746293749,24752.51167,506.2059989,916226.3264,5887832.82,3.049541857,496.4878763,1102.880399,0.910097664
57P1,50,2247.691768,6765.334072,3.419018425,191374.9782,2579.846438,1161.687926,3133.329698,1.684122641,26970.36194,697.3899118,1349518.838,9817754.999,2.836269069,600.4020913,1451.185543,0.829556532
57P1,60,2726.52788,8445.457447,3.399801626,189485.8283,2553.305576,1452.419841,4299.514106,1.378257557,25801.55303,725.690228,2109523.394,18485821.55,1.899593893,773.7032177,2188.84787,0.558736686
57P1,70,3157.670115,9830.888807,3.361559951,189582.611,2558.794607,1600.281701,4775.915569,1.293666223,26021.36359,695.1497129,2560901.523,22809369.52,1.673572297,811.0098365,2320.173686,0.497855853
57P1,80,3756.762322,11770.22526,3.331475214,188538.6258,2611.753195,1954.824844,5848.265433,1.110906222,25613.68998,1312.956425,3821340.17,34202208.58,1.234112635,1017.189761,2905.824469,0.370440287
57P1,90,4291.961511,13275.41213,3.271796001,186290.6609,2584.745824,2201.758141,6617.730793,1.218123795,24673.201,756.8345333,4847738.911,43794360.84,1.483825579,1129.492634,3298.907817,0.453520201
57P1,100,4699.872101,14645.32862,3.271585827,185302.4464,2654.238043,2555.36761,7892.9217,0.955725459,22773.83924,1192.5151,6529903.62,62298212.97,0.913411153,1389.379004,4253.794133,0.279195229
57P1,110,5245.878427,16324.93434,3.244106292,184495.8384,2668.299423,2693.514732,8238.370677,0.918717194,22462.21171,911.3463665,7255021.613,67870751.42,0.844041282,1382.994615,4157.490008,0.260176827
57P1,120,5535.234186,17174.78287,3.221868135,184245.7655,2708.86425,2770.435134,8575.595516,0.865415382,22399.34065,739.7266172,7675310.83,73540838.45,0.748943783,1386.628022,4281.9079,0.232456374
57P1,150,6561.390726,19606.79475,3.081920558,183441.0237,2755.491733,3243.220907,9776.542063,0.808345927,22567.01519,945.8940804,10518481.85,95580774.71,0.653423138,1603.087256,4874.880158,0.212018164
57P1,180,7478.38721,21628.19817,2.949722079,181162.3668,2808.579058,3592.033771,10699.19791,0.693297628,18984.47169,951.3248798,12902706.61,114472836,0.480661602,1725.332782,5292.758789,0.162951488
57P1,210,8342.875481,23017.50612,2.801184995,180775.5775,2795.698496,4345.535267,12197.24046,0.65383749,20146.09462,1483.375429,18883676.76,148772674.7,0.427503464,2263.449431,6463.457594,0.15261522
57P1,240,9075.714938,23612.85624,2.639717353,179253.6295,2792.863972,4127.28099,11188.80672,0.625938585,17337.80845,1194.835491,17034448.37,125189395.8,0.391799113,1876.926334,5301.747258,0.148424646
57P1,1600,31981.59403,20208.62852,0.767543668,184442.3458,5598.369373,28564.42513,16480.42966,0.539125603,27208.60022,6333.037943,815926383.2,271604561.8,0.290656415,25512.37385,13440.02942,0.378683881
57P2,0,885.5347614,1794.711387,2.771539458,192722.8801,2665.292371,563.2864621,1225.720426,3.834722411,27415.43955,1167.899126,317291.6384,1502390.563,14.70509597,358.3051193,837.1209843,5.305750179
57P2,2,884.6854182,1750.625093,2.713271923,191778.2976,2586.363434,499.3349448,903.7182658,2.767819173,25262.38892,760.645046,249335.3871,816706.7039,7.660822974,281.8350817,466.5229051,2.823463034
57P2,5,857.1926639,1691.592812,2.825665815,192795.791,2604.339755,610.7431721,831.9766267,3.336241142,26362.70856,594.9452889,373007.2223,692185.1073,11.13050496,435.149807,409.1913269,3.939073368
57P2,10,897.5458241,1735.98374,2.700960006,192421.1796,2634.487805,517.0182394,805.3499599,3.365175736,26456.25595,489.4690858,267307.8598,648588.558,11.32440773,297.8208495,373.6144199,4.192734328
57P2,15,938.0116192,2002.235757,3.023302959,192680.8756,2684.915292,570.3391806,1130.713831,4.896562784,26936.73393,885.3626757,325286.7809,1278513.768,23.97632709,346.7833172,638.5430703,7.9305076
