Variant,Time,Mean_RFP,Mean_GFP,Mean_Ratio,Mean_SSC,Mean_FSC,sd_RFP,sd_GFP,sd_Ratio,sd_SSC,sd_FSC,v_RFP,v_GFP,v_Ratio,rv_RFP,rv_GFP,rv_Ratio
57P2,20,1019.340602,2331.815789,3.135044899,192324.1383,2579.156767,581.0837159,1225.027002,4.035042929,27402.46273,848.1197795,337658.2848,1500691.156,16.28157144,331.2516781,643.5719163,5.193409334
57P2,25,1167.031828,2906.927831,3.239273747,191315.9437,2583.166173,686.2097259,1490.913057,3.048313339,25633.55821,708.2877734,470883.788,2222821.743,9.292214215,403.4883853,764.6635457,2.868610356
57P2,30,1357.98213,3534.281459,3.343230211,192196.3366,2570.090841,786.657194,1516.830156,3.821084294,27651.13388,583.1103226,618829.5408,2300773.723,14.60068518,455.697853,650.9876901,4.367238945
57P2,40,1750.290238,5015.178465,3.378321023,190984.3934,2559.221311,919.0244007,2182.451247,1.960143543,25789.21453,562.7273022,844605.849,4763093.447,3.842162711,482.5518822,949.7355837,1.13729947
57P2,50,2212.82037,6443.658889,3.313471388,190159.0756,2597.036667,1220.53455,2789.23223,2.006147504,25652.67923,713.5203521,1489704.588,7779816.432,4.024627806,673.2153263,1207.360068,1.214625791
57P2,60,2655.005547,8004.654586,3.306311395,190392.8047,2575.160503,1352.666986,3838.083694,1.372616212,26597.57697,586.4067517,1829707.974,14730886.44,1.884075264,689.154106,1840.290082,0.56984205
57P2,70,3218.84352,9806.779823,3.290142812,188038.975,2612.981959,1699.339204,4899.71668,1.253044267,23936.94603,680.6554836,2887753.731,24007223.54,1.570119936,897.1401414,2448.0231,0.477219387
57P2,80,3842.039941,11761.29241,3.275919659,187032.1554,2627.780139,1963.279851,5981.014691,1.631803503,22829.0795,721.8234125,3854467.774,35772536.74,2.662782674,1003.234696,3041.548112,0.812835158
57P2,90,4298.994913,13491.25218,3.312368272,184879.6279,2625.907703,2296.248119,6962.667838,1.034762426,21807.88689,755.8763938,5272755.423,48478743.43,1.070733278,1226.508877,3593.346472,0.32325309
57P2,100,4940.487486,15196.49148,3.216036169,184379.4269,2665.758796,2618.579485,8097.152725,0.935488678,21685.98723,810.7644394,6856958.517,65563882.25,0.875139067,1387.911322,4314.409175,0.272117296
57P2,110,5346.069375,16301.9087,3.17580147,184216.9375,2700.241193,2798.061727,8520.655785,0.908928444,22186.52067,868.2210311,7829149.429,72601575.01,0.826150917,1464.468356,4453.562853,0.260139346
57P2,120,5726.303974,16847.3695,3.045172952,183935.7709,2726.429646,2804.49529,8285.022373,0.878468668,22159.20918,737.1117638,7865193.833,68641595.73,0.7717072,1373.520139,4074.321261,0.253419826
57P2,150,7078.104908,19477.16003,2.825131803,182598.2817,2826.672831,3625.072492,10029.19184,0.719868965,20991.78457,1200.899218,13141150.57,100584688.9,0.518211327,1856.591665,5164.237945,0.18342908
57P2,180,8021.030378,21042.02791,2.654308216,181624.5397,2770.808901,3655.487835,10251.75143,0.645192267,20121.24584,856.2430948,13362591.31,105098407.3,0.416273061,1665.944483,4994.690045,0.15682921
57P2,210,8375.786568,23147.00563,2.809622031,180307.5331,2783.911392,3972.835726,11343.06107,0.658773985,18304.14259,1009.527506,15783423.71,128665034.5,0.433983163,1884.410924,5558.603845,0.154463184
57P2,240,10154.91743,22432.14996,2.230076168,180488.4912,2827.657375,4675.70179,11350.08706,0.575849829,19463.2461,1283.191536,21862187.23,128824476.2,0.331603026,2152.86706,5742.850167,0.148695829
57P2,1660,36245.64731,7996.356358,0.289777766,178406.4134,8823.667713,28493.57722,12570.32863,0.495147548,22654.79324,7811.573564,811883942.7,158013161.8,0.245171094,22399.48802,19760.64531,0.846065928
33S1,0,1041.798162,1832.759096,2.179340649,194129.3788,2605.56262,582.5335754,1181.56575,2.1933362,30150.52951,571.0093404,339345.3665,1396097.62,4.810723687,325.7304332,761.7463874,2.20742163
33S1,2,876.7200929,1684.298103,2.884835217,195290.2393,2645.44096,782.341347,1091.240879,5.008389886,31797.40813,645.8103289,612057.9832,1190806.657,25.08396925,698.1224545,707.0046893,8.695113367
33S1,5,860.065748,1648.447638,2.696422575,196135.5087,2594.716142,527.703035,1103.549373,3.882936266,32274.17877,496.2718267,278470.4931,1217821.219,15.07719405,323.7781457,738.7685186,5.591554597
33S1,10,911.9924871,1742.957691,2.671564618,195349.5611,2570.653223,634.0196368,1580.418102,3.749902543,31668.67628,719.8350052,401980.8999,2497721.378,14.06176909,440.7721615,1433.036149,5.263495777
33S1,15,929.9553467,1850.93537,2.745197927,196174.8155,2604.448492,790.9863007,1098.295791,2.983860592,32796.62152,816.383745,625659.3279,1206253.644,8.903424035,672.7842688,651.6994941,3.24327217
33S1,20,961.8089097,2013.692849,2.885514317,194578.4072,2641.153185,566.31609,1164.068732,4.068661514,31747.90715,576.9550602,320713.9138,1355056.013,16.55400652,333.4486826,672.9209043,5.736934458
33S1,25,1047.771958,2234.607575,2.854991963,195157.4021,2629.735697,630.8072769,1125.743065,2.785131306,33444.68083,535.8513831,397917.8206,1267297.448,7.756956394,379.775215,567.1230431,2.716980116
33S1,30,1205.099881,2681.002774,2.892335963,194075.396,2717.259215,682.0107519,1322.239225,3.64856299,31207.57854,530.4771028,465138.6657,1748316.569,13.31201189,385.9751984,652.1129279,4.602512316
33S1,40,1731.368944,3704.914218,2.526061763,195030.1128,2638.051231,864.4659275,1630.739386,1.499788963,33075.58011,998.3176389,747301.3398,2659310.944,2.249366935,431.6245492,717.7793567,0.89046395
33S1,50,2492.94708,4719.379851,2.093880208,195071.3979,2645.683261,1131.733242,2153.193798,0.983017661,32165.3236,1194.064567,1280820.132,4636243.531,0.966323721,513.7775054,982.3840584,0.461499047
33S1,60,3513.327316,5738.427786,1.744090029,194638.7692,2589.997253,1482.929524,2604.617305,0.674332454,32652.61773,571.3520135,2199079.974,6784031.306,0.454724258,625.9251633,1182.2108,0.260722927
33S1,70,4602.734734,6342.057954,1.456609349,195056.2676,2619.834695,2015.732494,2794.50853,0.530562707,33124.95472,1306.221144,4063177.489,7809277.927,0.281496786,882.7746382,1231.347614,0.193254826
33S1,80,5514.072447,6721.477831,1.289732181,193919.4933,2569.273555,2336.716918,3051.152315,0.483191826,32832.59356,578.703344,5460245.953,9309530.452,0.23347434,990.2383413,1385.042202,0.181025444
33S1,90,7260.266667,7710.635928,1.097405786,194013.0491,2623.661477,3511.939222,5597.355632,0.423432489,33536.7544,866.8689865,12333717.1,31330390.07,0.179295073,1698.796706,4063.269276,0.163380834
33S1,100,9226.38815,7952.906086,0.893039149,192774.5006,2668.761387,3561.942154,3617.995797,0.326649407,31838.88562,753.7150299,12687431.91,13089893.59,0.106699835,1375.124448,1645.925835,0.11947946
33S1,110,11451.13717,8347.831858,0.754838247,192152.8174,2642.652856,4850.704634,4157.269718,0.300918894,32473.37087,753.7529649,23529335.45,17282891.51,0.090552181,2054.759724,2070.344947,0.119962364
33S1,120,14436.27908,8696.533177,0.617702987,190964.4091,2632.31694,5478.5695,4216.809086,0.246715096,32704.18884,632.8570616,30014723.76,17781478.87,0.060868339,2079.117728,2044.662914,0.098539816
33S1,150,30616.68398,10164.23633,0.344657067,188524.8,2706.573047,11894.67998,4917.910108,0.152422091,29606.97736,876.3761632,141483411.8,24185839.84,0.023232494,4621.121343,2379.503885,0.067407566
33S1,180,51425.74105,11087.33924,0.225960226,187894.1576,2763.679608,19847.63322,5586.858854,0.137874314,27063.74972,1132.542528,393928544.4,31212991.86,0.019009326,7660.143275,2815.192282,0.08412687
33S1,210,64516.17825,12138.20771,0.215154658,186443.2448,2672.856675,30874.49632,6627.947074,0.164205769,23426.53475,1077.55547,953234522.8,43929682.42,0.026963535,14775.12383,3619.124294,0.12532164
33S1,240,91936.75378,12269.47084,0.147548924,186248.5702,2656.486321,38377.62568,6642.983485,0.169825805,23641.55628,1131.146947,1472842153,44129229.58,0.028840804,16020.16704,3596.669338,0.19546604
33S1,1600,162913.8298,12685.01434,0.083353484,191572.1912,3139.58413,74468.50513,6839.516762,0.049387383,36948.44666,2537.312554,5545558256,46778989.54,0.002439114,34039.82499,3687.736433,0.029262288
33S2,0,983.6288462,1984.820385,2.62795469,194706.5108,2630.488846,612.4450147,1277.24677,2.399687566,30367.15,922.6299833,375088.8961,1631359.312,5.758500414,381.3317366,821.9178547,2.191247983
33S2,2,947.5812261,1957.588123,2.783144232,194690.2559,2587.922222,569.1589746,1302.307025,3.36713829,30114.90698,614.9094282,323941.9384,1696003.587,11.33762027,341.8619212,866.3740688,4.073673271
33S2,5,922.5577223,1820.681357,2.720105277,196338.0218,2641.50741,519.8329388,965.5142783,3.962333595,32932.38065,841.6865292,270226.2842,932217.8216,15.70008752,292.9098935,512.0159098,5.771867601
33S2,10,921.6553628,1809.053233,2.669888602,194587.4574,2645.513801,542.685272,1008.722914,2.700180995,31050.44163,558.4130817,294507.3045,1017521.918,7.290977408,319.5416816,562.461015,2.730817084
33S2,15,904.5669941,1931.601179,2.932085078,194779.6872,2705.981139,529.1389978,1020.763475,4.106763564,31439.42412,500.4452817,279988.0789,1041958.072,16.86550697,309.527189,539.427126,5.752052388
33S2,20,1001.059701,2202.729326,3.08455691,195757.0762,2728.083098,660.2569134,1040.365131,3.850391158,34135.1857,1296.235867,435939.1918,1082359.607,14.82551207,435.4777154,491.3720418,4.806366848
33S2,25,1116.119665,2609.589549,3.130925867,194325.5461,2646.447547,633.9609405,1289.899043,3.566592783,32157.61318,579.8444806,401906.4741,1663839.542,12.72058408,360.0926377,637.586682,4.062882553
33S2,30,1303.929964,3121.315161,3.061119023,194578.7441,2599.957421,702.3818496,1313.830908,3.044267446,32406.69058,534.1451466,493340.2626,1726151.654,9.26756428,378.3487428,553.0206226,3.027508637
33S2,40,1743.498003,4225.190895,2.871011234,194167.4121,2583.768371,916.7029375,1816.827115,1.804613328,31547.07589,517.6569179,840344.2757,3300860.767,3.256629264,481.9875183,781.2335229,1.134314358
33S2,50,2280.017084,5380.263012,2.65464019,195068.5419,2570.06476,1055.054231,2180.772068,1.229254764,33350.16853,697.1515422,1113139.43,4755766.814,1.511067275,488.2153902,883.9283142,0.569217358
33S2,60,3083.937451,6766.87412,2.374435397,191482.3956,2639.091869,1512.395425,3316.756267,0.934868378,30197.41404,912.0984258,2287339.922,11000872.14,0.873978884,741.6946543,1625.69481,0.368078612
33S2,70,3931.589159,7724.406913,2.105754929,193826.3881,2618.684603,1728.623458,3558.708892,0.826030211,34043.47812,587.5424398,2988139.058,12664408.98,0.682325909,760.0333953,1639.531568,0.324029116
33S2,80,4610.821415,8300.776084,1.913352328,193240.2845,2617.07034,2051.303502,3878.011867,0.744983476,33528.77962,942.0694559,4207846.059,15038976.04,0.55500038,912.6022634,1811.755417,0.290067005
33S2,90,5965.258436,9284.867805,1.649091276,191892.478,2689.845177,2643.582634,4474.709142,0.676852741,32284.49626,916.0823361,6988529.145,20023021.91,0.458129633,1171.53837,2156.522024,0.277807323
33S2,100,7445.577752,9704.363494,1.366913228,190989.4367,2652.256169,3211.599781,4791.771601,0.55684536,31900.46462,655.3868149,10314373.15,22961075.08,0.310076755,1385.30192,2366.056784,0.226844505
33S2,110,9735.573822,10572.42423,1.150216823,189826.543,2709.568757,4196.045642,5275.918598,0.508208076,31900.89025,797.1470528,17606799.03,27835317.05,0.258275449,1808.501414,2632.822562,0.224545011
33S2,120,12506.00391,10904.409,0.932202413,189753.0114,2739.355382,5665.085822,5927.219763,0.465448667,31918.80866,1186.941222,32093197.37,35131934.11,0.216642462,2566.223199,3221.810014,0.232398521
33S2,150,26517.95669,12195.41299,0.503212541,188929.1879,2765.464424,12074.63159,6485.937843,0.305376663,30522.79665,889.2880314,145796728.1,42067389.71,0.093254906,5498.037794,3449.443634,0.185319122
33S2,180,41304.97879,13384.69762,0.366907711,187059.1532,2763.89543,17110.19987,6623.383063,0.245010156,26344.14326,925.9781364,292758939.5,43869203.19,0.060029976,7087.739737,3277.564008,0.163610561
33S2,210,57597.16036,14103.2018,0.279832538,184867.6094,2674.274234,24636.73806,7426.128021,0.213773029,22146.48613,853.3235453,606968862.3,55147377.39,0.045698908,10538.17338,3910.273579,0.163308057
33S2,240,76273.68583,14353.31524,0.215022252,184475.0075,2644.470903,30845.8401,7354.369114,0.171799912,21676.4811,795.279326,951465851.2,54086745.06,0.02951521,12474.36571,3768.240587,0.137265839
33S2,1600,119433.5054,13329.96457,0.127759779,190745.5154,2797.669816,54112.38566,7481.519456,0.161272731,35232.3395,1272.387895,2928150282,55973133.37,0.026008894,24516.99187,4199.045921,0.203576541
40A1,-20,813.8078479,1487.32322,2.635083223,196057.89,2652.43123,483.2626502,891.646764,4.280039527,29955.90749,574.811703,233542.789,795033.9517,18.31873836,286.9753464,534.5401329,6.951863303
40A1,0,763.4445833,1293.312917,2.486974466,195751.2533,2565.374583,443.8585788,621.3310874,3.646060384,30026.86716,849.3124768,197010.4379,386052.3201,13.29375633,258.0546673,298.4987741,5.345352961
40A1,2,767.0208068,1267.430998,2.530753885,197034.1231,2499.539278,461.5828848,796.0926962,4.079897255,29718.23829,484.2920781,213058.7595,633763.5809,16.64556161,277.7744198,500.0379366,6.57731347
40A1,5,771.0937631,1271.674341,2.4067441,197890.4646,2545.229803,469.338154,793.8774004,3.628140508,32418.56428,473.2415201,220278.3028,630241.3269,13.16340354,285.6699319,495.5996254,5.469382284
40A1,10,785.4562771,1299.592641,2.403432766,196593.8147,2574.401732,569.1068699,1464.163358,2.79906677,30888.50126,571.3092935,323882.6293,2143774.34,7.834774782,412.3496607,1649.574084,3.2598269
40A1,15,788.9651442,1351.828526,2.604911645,195259.0769,2570.954728,440.3072902,692.4184235,4.573357709,29602.54371,780.8543689,193870.5098,479443.2732,20.91560074,245.727598,354.6627875,8.029293728
40A1,20,826.9544148,1566.032854,2.657417553,196700.5175,2554.53306,517.2832554,997.3082712,2.991828142,31796.46439,596.0823745,267581.9663,994623.7877,8.951035629,323.5752316,635.1231937,3.368321105
40A1,25,907.3982982,1882.146677,2.8618913,196443.6953,2500.61953,506.2363409,962.5117414,3.025041942,31782.41482,814.6967211,256275.2329,926428.8524,9.150878751,282.428602,492.219264,3.197493473
40A1,30,1005.280297,2247.808739,3.139975181,196375.0041,2443.154163,551.3040179,952.8817106,5.257830179,30326.50468,394.63164,303936.1202,907983.5543,27.64477819,302.3396769,403.9416427,8.804139078
40A1,40,1330.343672,3337.656741,3.153508335,196895.9735,2516.563275,733.5423852,1408.369192,2.393037483,32115.4167,1428.410587,538084.4309,1983503.782,5.726628393,404.4702448,594.2803397,1.815954735
40A1,50,1639.86766,4426.208511,3.300999185,196710.8357,2492.752766,838.2075399,1886.479056,2.824752996,31685.07575,679.4383945,702591.8799,3558803.228,7.97922949,428.4442563,804.0297286,2.417216438
40A1,60,1956.012,5367.219556,3.168600927,193999.3031,2504.296889,979.7588978,2307.994438,1.668249312,30889.76815,451.297692,959927.4979,5326838.324,2.783055768,490.7574687,992.4763221,0.87832322
40A1,80,2879.180444,8120.74256,3.074419514,193121.4662,2583.061408,1378.433635,3579.923068,1.252691919,31540.26707,791.5647738,1900079.286,12815849.18,1.569237044,659.9375492,1578.162229,0.510417344
40A1,90,3194.867033,9129.05823,3.071484225,193077.2893,2532.444292,1502.250919,4271.512528,1.109235939,31224.47074,586.6503344,2256757.825,18245819.28,1.230404368,706.3698742,1998.652963,0.400589512
40A1,100,3656.95189,10234.9317,2.984702008,192656.2749,2608.104811,1830.338509,5135.256427,1.077236964,32008.59463,1114.159991,3350139.058,26370858.57,1.160439477,916.1014853,2576.554425,0.388795757
40A1,110,4180.20749,11104.24193,2.79034454,191704.4374,2607.563065,1775.233286,4848.441523,0.919539053,31450.22419,746.6880377,3151453.221,23507385.2,0.84555207,753.8987547,2116.973437,0.303027837
40A1,120,4881.24913,12300.22478,2.626272685,191008.9461,2652.828696,2317.14304,6077.389471,0.80116318,31666.27126,891.5368798,5369151.866,36934662.78,0.641862441,1099.954484,3002.763237,0.244400532
40A1,150,7796.368562,14628.4483,1.909516709,188773.8726,2695.524609,3101.201801,6890.607645,0.559298052,29101.93769,817.1932633,9617452.613,47480473.71,0.312814311,1233.581062,3245.762827,0.163818577
40A1,180,10654.1153,15990.04689,1.516345029,188557.6756,2724.152575,4371.549971,7992.433805,0.442005279,30667.73976,1062.6183,19110449.15,63878998.12,0.195368666,1793.715257,3994.922502,0.128841829
40A1,210,13937.50614,17130.36598,1.244604262,188718.0092,2698.380184,6215.592124,9229.787436,0.389091158,32074.97333,1572.958717,38633585.45,85188976.12,0.151391929,2771.915223,4972.98051,0.121638607
40A1,240,18158.39162,17310.25165,0.970794562,188498.587,2673.766188,7722.994216,8715.274082,0.314119893,32001.2526,1039.556784,59644639.66,75956002.32,0.098671307,3284.687372,4387.920168,0.10163974
40A1,1600,107984.3175,16385.89874,0.167329667,187877.0526,4688.611556,74118.26436,12682.93339,0.111194569,35165.51863,4950.400694,5493517111,160856799.3,0.012364232,50873.2864,9816.782215,0.073891452
40A2,0,780.2792291,1331.070664,2.449824686,197792.0685,2629.349465,625.5916048,1486.763673,3.536037976,32006.94223,521.8550126,391364.856,2210466.221,12.50356457,501.5702602,1660.667822,5.103860958
40A2,2,764.4640578,1294.489154,2.421159034,196144.5649,2619.255636,428.7717931,841.1617123,3.859176141,29176.98873,965.3937852,183845.2505,707553.0262,14.89324049,240.4890703,546.5886093,6.151285511
40A2,5,756.4854246,1248.768061,2.507028431,196723.9409,2589.04943,457.7934486,858.4208146,4.328033619,29878.1393,623.8101923,209574.8416,736886.2949,18.73187501,277.0375143,590.0906005,7.471744149
40A2,10,781.0165957,1304.082979,2.452056538,196081.6204,2636.748936,549.6661893,1294.217302,3.766200488,30170.33718,763.8681775,302132.9197,1674998.424,14.18426612,386.8457102,1284.42626,5.784640729
40A2,15,803.3437754,1385.031733,2.471798876,196339.7103,2641.153784,444.8761877,657.5639579,4.041266095,31470.377,649.6790291,197914.8223,432390.3588,16.33183165,246.3637964,312.188052,6.607265586
40A2,20,848.0453061,1649.793469,2.726960467,195578.1486,2630.736327,467.3276319,739.8161546,3.263675329,31003.56259,656.5984283,218395.1155,547327.9426,10.65157665,257.5276509,331.7554305,3.906025327
40A2,25,933.5652522,1955.614492,2.940731546,195078.1489,2520.240592,516.5954442,866.202348,4.407472633,29528.31796,684.6047617,266870.853,750306.5077,19.42581501,285.8620245,383.6679013,6.605776389
40A2,30,1055.144573,2433.479702,3.268474533,197383.4234,2495.89768,569.5574832,995.9618705,4.879843878,31488.86553,434.6517752,324395.7267,991940.0475,23.81287628,307.4419704,407.6220758,7.285623932
40A2,40,1338.574361,3488.036866,3.28686163,196122.3829,2520.018852,730.1720283,1579.172,3.046780652,30743.90381,795.004858,533151.1909,2493784.204,9.282872341,398.2977759,714.953511,2.824235817
40A2,50,1775.664363,4727.469978,3.106512788,195371.238,2532.856587,1175.28881,3438.937334,1.779417127,30112.32757,654.4571122,1381303.786,11826289.99,3.166325313,777.9081535,2501.610807,1.019253912
40A2,60,2112.593638,5573.449373,2.970667394,194747.1828,2557.146505,1028.464692,2383.024487,1.336806668,31905.14272,578.9756906,1057739.623,5678805.706,1.787052069,500.6829538,1018.903255,0.601565854
40A2,80,3139.016644,8058.470643,2.770956414,191705.2982,2635.523347,1665.562466,4568.149821,1.133540008,28735.27553,857.6290914,2774098.327,20867992.79,1.284912949,883.7475688,2589.572354,0.463707384
40A2,90,3602.852505,8735.300557,2.586352359,193486.6048,2588.592301,1668.973383,4004.858832,0.913656548,31677.98935,767.1340211,2785472.152,16038894.27,0.834768287,773.1296655,1836.10102,0.322758917
40A2,100,4256.196931,9803.02387,2.416214461,192871.6658,2583.132566,1927.816443,4784.802502,0.805168253,31549.73074,668.9001735,3716476.237,22894334.98,0.648295915,873.1917947,2335.436013,0.268310585
40A2,110,5061.29181,10881.99828,2.231100291,191939.9724,2635.934914,2159.453059,5181.5247,0.696651852,32285.20241,809.2467367,4663237.516,26848198.21,0.485323803,921.3532218,2467.212136,0.217526664
40A2,120,6062.347617,11530.79668,1.954053476,190905.4797,2647.950153,2401.860504,5290.660433,0.59221897,32499.38478,814.4978423,5768933.88,27991087.82,0.350723308,951.6006414,2427.506841,0.17948501
40A2,150,10344.43435,13883.29885,1.363589707,189144.5252,2694.924427,4246.423252,7119.445914,0.44553205,30315.12067,936.7687529,18032110.44,50686510.12,0.198498808,1743.170272,3650.898151,0.145570773
40A2,180,14320.9857,15254.41847,1.078431844,189185.187,2636.241113,5946.012921,7703.122137,0.363621589,31758.40443,739.9239912,35355069.66,59338090.66,0.13222066,2468.759511,3889.895296,0.122604558
40A2,210,18850.42371,15724.50325,0.848365648,190145.2482,2648.869598,7479.5898,7906.226905,0.310753899,33015.41859,838.0237511,55944263.58,62508423.87,0.096567986,2967.798732,3975.224074,0.11382826
40A2,240,23177.16745,16671.24941,0.749809188,188181.4839,2663.542745,11162.3888,9066.067938,0.303461213,31219.68896,1261.074945,124598923.6,82193587.86,0.092088708,5375.934048,4930.259624,0.12281619
40A2,1600,107984.3175,16385.89874,0.167329667,187877.0526,4688.611556,74118.26436,12682.93339,0.111194569,35165.51863,4950.400694,5493517111,160856799.3,0.012364232,50873.2864,9816.782215,0.073891452
36I1,0,982.527619,1880.253968,2.300407575,191781.2216,4734.531429,1088.837722,2905.743878,2.207450585,35648.47907,2886.688871,1185567.585,8443347.483,4.872838084,1206.650645,4490.535654,2.118249886
36I1,2,1261.65584,2952.247345,2.979976271,187952.9294,5669.754528,1977.903226,5901.389453,2.832193827,34526.95636,2069.690562,3912101.171,34826397.47,8.021321875,3100.767298,11796.5717,2.691740183
36I1,5,1155.137122,2643.287832,2.932992345,188866.3323,5787.228536,1423.874533,4781.072534,2.742201522,36090.87154,2255.617382,2027418.687,22858654.58,7.51966919,1755.132485,8647.811373,2.563821621
36I1,10,1251.027076,2964.54994,3.016250051,190114.0409,5902.356799,2607.024977,8289.26516,3.507543164,36360.01037,2051.847043,6796579.23,68711916.9,12.30285905,5432.799467,23177.85778,4.078859126
36I1,15,1335.333537,3284.07561,3.096393848,189050.3805,6079.82561,2675.575799,8381.037198,2.508909883,34167.68594,1962.1984,7158705.855,70241784.51,6.2946288,5360.987093,21388.6015,2.032890229
36I1,20,1480.698605,3712.935112,3.160651465,188212.3178,5968.020012,1514.863898,4264.604308,2.761103407,33495.59925,1925.21552,2294812.631,18186849.91,7.623692022,1549.817514,4898.240706,2.412063496
36I1,25,1659.212477,4359.510809,3.15476582,187540.635,5844.634342,1983.004739,6054.88627,2.054287817,30774.22045,1999.653447,3932307.795,36661647.75,4.220098434,2369.984466,8409.578357,1.337689919
36I1,30,1862.428397,4918.213586,3.147814318,191266.1542,5894.812118,1550.565696,4602.458948,2.419514201,36651.97565,2090.61722,2404253.977,21182628.37,5.85404897,1290.924248,4306.976099,1.859718642
36I1,40,2309.982032,6092.51487,2.993771623,188555.5787,5949.405204,1233.129694,3140.069654,1.559202904,34156.0638,1895.197444,1520608.842,9860037.434,2.431113696,658.2773463,1618.385452,0.812057165
36I1,50,2981.719975,7350.519602,2.69291213,187633.5034,5990.911637,1562.852219,3998.339466,1.17366799,34128.52387,2229.783045,2442507.057,15986718.48,1.377496552,819.1604435,2174.909986,0.511526736
36I1,60,3824.112138,8750.321627,2.429159066,188315.0511,5971.769563,2778.780876,8003.776678,1.064368357,34402.59597,2209.421202,7721623.158,64060441.1,1.13288,2019.193705,7320.924171,0.466367154
36I1,70,4590.306583,9557.283386,2.171777547,186697.9912,5734.966144,2839.576937,7233.5805,0.753810825,33828.85379,2890.81419,8063197.181,52324686.85,0.56823076,1756.570511,5474.849362,0.261643169
